time;ram21;ram11;v1a0;v2m1;f20;raa12;p2;v1m1;f21;v2a1;v2a0;f22;f12;rmm10;f11;rmm20;f10;v2m0;p1;raa22;v1a1;v1m0;Ca1;Ca2;Cm1;Cm2;Fa1;Fa2;Fm1;Fm2;d;s1;s2;eulrv;epsilon;freq_e2;sbar;
3506;0.756578;0.783144;1.29591;0.647488;0.0408134;0.820442;0.999119;0.751069;1.21211e-05;0.800666;0.880746;3.69354e-09;0.95889;0.902334;0.000284711;0.714112;5.57288e-08;0.717323;0.9999;0.949556;1.0946;0.934216;1;1;1;1;2;2;1;1;0.1;0.00821329;0.192967;0.0001;0.05;0.04082552023361732;-1.3999998987534188;
